"config_num","exposure_mode","flash_mode","color_mode","width","height","whitebalance_mode","zoom","power","energy","radio","duration","quality"
"1811","auto","none","RGB12","640","480","fluorescent","0","896.814896","6.1185514","bluetooth","34.199","19.2136"
"1812","auto","none","RGB12","640","480","fluorescent","8","885.790414","5.7903184","bluetooth","32.727","12.9514"
"1813","auto","none","RGB12","640","480","fluorescent","16","890.607591","5.65055","bluetooth","31.785","11.4296"
"1814","auto","none","RGB12","640","480","fluorescent","24","893.657393","5.5119992","bluetooth","30.884","12.7266"
"1815","auto","none","RGB12","640","480","fluorescent","32","890.648334","5.4419178","bluetooth","30.584","14.6114"
"1816","auto","none","RGB12","640","480","fluorescent","40","887.317083","5.460715","bluetooth","30.825","19.0724"
"1817","auto","none","RGB12","640","480","fluorescent","48","894.124951","5.4252658","bluetooth","30.814","15.0422"
"1818","auto","none","RGB12","640","480","fluorescent","56","880.150959","5.3887536","bluetooth","30.704","14.7796"
"1819","auto","none","RGB12","640","480","fluorescent","64","879.10155","5.434499","bluetooth","30.935","15.8977"
"1820","auto","none","RGB12","640","480","fluorescent","72","863.417444","4.3965144","bluetooth","25.447","17.2714"
"1821","auto","none","RGB12","640","480","tungsten","0","894.941733","6.0827442","bluetooth","34.039","24.1257"
"1822","auto","none","RGB12","640","480","tungsten","8","887.919044","5.8121888","bluetooth","32.757","13.9414"
"1823","auto","none","RGB12","640","480","tungsten","16","894.610611","5.8329886","bluetooth","32.627","12.3752"
"1824","auto","none","RGB12","640","480","tungsten","24","894.618396","5.6687064","bluetooth","31.705","12.8959"
"1825","auto","none","RGB12","640","480","tungsten","32","885.195396","5.4259646","bluetooth","30.624","15.3028"
"1826","auto","none","RGB12","640","480","tungsten","40","884.169063","5.4188822","bluetooth","30.784","22.3728"
"1827","auto","none","RGB12","640","480","tungsten","48","885.9939","5.4313492","bluetooth","30.804","15.2049"
"1828","auto","none","RGB12","640","480","tungsten","56","872.025841","5.358483","bluetooth","30.734","16.0282"
"1829","auto","none","RGB12","640","480","tungsten","64","877.438431","5.4188764","bluetooth","30.854","18.2336"
"1830","auto","none","RGB12","640","480","tungsten","72","867.933652","4.3917078","bluetooth","25.337","22.0858"
"1831","auto","none","RGB12","640","480","auto","0","903.907837","6.2116324","bluetooth","34.42","21.9498"
"1832","auto","none","RGB12","640","480","auto","8","949.954456","6.262489","bluetooth","32.997","13.8299"
"1833","auto","none","RGB12","640","480","auto","16","887.305652","5.6361122","bluetooth","31.685","12.3751"
"1834","auto","none","RGB12","640","480","auto","24","891.522024","5.6429368","bluetooth","31.686","11.6499"
"1835","auto","none","RGB12","640","480","auto","32","888.275937","5.465131","bluetooth","30.844","12.7507"
"1836","auto","none","RGB12","640","480","auto","40","890.28685","5.4481574","bluetooth","30.735","14.8251"
"1837","auto","none","RGB12","640","480","auto","48","875.728748","5.3643598","bluetooth","30.654","13.183"
"1838","auto","none","RGB12","640","480","auto","56","880.599048","5.4256944","bluetooth","30.814","12.4158"
"1839","auto","none","RGB12","640","480","auto","64","859.352538","4.3449704","bluetooth","25.326","13.1222"
"1840","auto","none","RGB12","640","480","auto","72","850.768393","4.0345928","bluetooth","23.724","13.5727"
"1841","auto","none","RGB12","640","480","cloudy","0","901.774094","6.2135406","bluetooth","34.52","11.907"
"1842","auto","none","RGB12","640","480","cloudy","8","896.838131","5.7985898","bluetooth","32.397","0"
"1843","auto","none","RGB12","640","480","cloudy","16","887.463166","5.5096258","bluetooth","31.054","0"
"1844","auto","none","RGB12","640","480","cloudy","24","889.709432","5.4834736","bluetooth","30.824","0"
"1845","auto","none","RGB12","640","480","cloudy","32","881.969067","5.4304888","bluetooth","30.814","10.412"
"1846","auto","none","RGB12","640","480","cloudy","40","883.499962","5.4429142","bluetooth","30.834","11.0867"
"1847","auto","none","RGB12","640","480","cloudy","48","884.79467","5.4309632","bluetooth","30.724","10.298"
"1848","auto","none","RGB12","640","480","cloudy","56","870.39792","5.357047","bluetooth","30.734","0"
"1849","auto","none","RGB12","640","480","cloudy","64","866.902832","4.38572","bluetooth","25.357","0"
"1850","auto","none","RGB12","640","480","cloudy","72","856.553513","4.0744664","bluetooth","23.864","10.1834"
"1851","center","none","RGB12","640","480","daylight","0","899.852489","6.125381","bluetooth","34.099","15.4555"
"1852","center","none","RGB12","640","480","daylight","8","888.744319","5.8018988","bluetooth","32.677","11.8311"
"1853","center","none","RGB12","640","480","daylight","16","882.979098","5.5328154","bluetooth","31.245","10.2761"
"1854","center","none","RGB12","640","480","daylight","24","888.835733","5.4810752","bluetooth","30.845","11.6112"
"1855","center","none","RGB12","640","480","daylight","32","886.325223","5.4429708","bluetooth","30.734","12.794"
"1856","center","none","RGB12","640","480","daylight","40","883.946493","5.4334998","bluetooth","30.765","14.7969"
"1857","center","none","RGB12","640","480","daylight","48","884.134476","5.4453374","bluetooth","30.844","13.1942"
"1858","center","none","RGB12","640","480","daylight","56","877.417389","5.4000222","bluetooth","30.804","12.4322"
"1859","center","none","RGB12","640","480","daylight","64","859.215729","4.3460086","bluetooth","25.317","13.0557"
"1860","center","none","RGB12","640","480","daylight","72","867.486611","4.0989072","bluetooth","23.674","13.5037"
"1861","center","none","RGB12","640","480","fluorescent","0","893.358919","6.0342704","bluetooth","33.809","19.2538"
"1862","center","none","RGB12","640","480","fluorescent","8","887.561911","5.8183692","bluetooth","32.807","12.9861"
"1863","center","none","RGB12","640","480","fluorescent","16","890.368345","5.6510228","bluetooth","31.786","11.4306"
"1864","center","none","RGB12","640","480","fluorescent","24","892.880883","5.7009052","bluetooth","32.016","12.7053"
"1865","center","none","RGB12","640","480","fluorescent","32","903.005067","5.6050846","bluetooth","31.105","14.6528"
"1866","center","none","RGB12","640","480","fluorescent","40","886.461559","5.4651364","bluetooth","30.845","19.0193"
"1867","center","none","RGB12","640","480","fluorescent","48","889.627755","5.4680536","bluetooth","30.764","14.9996"
"1868","center","none","RGB12","640","480","fluorescent","56","875.397349","5.375658","bluetooth","30.694","14.744"
"1869","center","none","RGB12","640","480","fluorescent","64","875.669612","5.4023492","bluetooth","30.865","15.9489"
"1870","center","none","RGB12","640","480","fluorescent","72","931.123438","4.8219516","bluetooth","25.927","17.2578"
"1871","center","none","RGB12","640","480","tungsten","0","983.45305","6.7482102","bluetooth","34.36","24.023"
"1872","center","none","RGB12","640","480","tungsten","8","913.492222","6.0156452","bluetooth","33.027","13.9501"
"1873","center","none","RGB12","640","480","tungsten","16","891.820167","5.6214118","bluetooth","31.626","12.3733"
"1874","center","none","RGB12","640","480","tungsten","24","887.8663","5.8182556","bluetooth","32.777","12.8999"
"1875","center","none","RGB12","640","480","tungsten","32","884.434728","5.4233978","bluetooth","30.694","15.3082"
"1876","center","none","RGB12","640","480","tungsten","40","886.910167","5.4580098","bluetooth","30.795","22.2855"
"1877","center","none","RGB12","640","480","tungsten","48","895.205166","5.5182452","bluetooth","30.844","15.2032"
"1878","center","none","RGB12","640","480","tungsten","56","886.197546","5.435099","bluetooth","30.714","16.0334"
"1879","center","none","RGB12","640","480","tungsten","64","879.938756","5.4230726","bluetooth","30.864","18.2408"
"1880","center","none","RGB12","640","480","tungsten","72","863.934886","4.3717864","bluetooth","25.316","22.1034"
"1881","center","none","RGB12","640","480","auto","0","890.986466","6.012765","bluetooth","33.829","21.9058"
"1882","center","none","RGB12","640","480","auto","8","886.771447","5.822915","bluetooth","32.858","13.7467"
"1883","center","none","RGB12","640","480","auto","16","890.561265","5.6431086","bluetooth","31.805","12.3793"
"1884","center","none","RGB12","640","480","auto","24","886.46285","5.4574358","bluetooth","30.785","11.66"
"1885","center","none","RGB12","640","480","auto","32","886.493344","5.4584538","bluetooth","30.864","12.7853"
"1886","center","none","RGB12","640","480","auto","40","879.990727","5.4317934","bluetooth","30.885","14.825"
"1887","center","none","RGB12","640","480","auto","48","886.770886","5.4673952","bluetooth","30.844","13.2153"
"1888","center","none","RGB12","640","480","auto","56","875.680801","5.4015358","bluetooth","30.754","12.3855"
"1889","center","none","RGB12","640","480","auto","64","867.065569","4.8632086","bluetooth","28.02","13.0739"
"1890","center","none","RGB12","640","480","auto","72","853.203522","4.0196878","bluetooth","23.564","13.4863"
"1891","center","none","RGB12","640","480","cloudy","0","895.048079","6.140935","bluetooth","34.329","11.912"
"1892","center","none","RGB12","640","480","cloudy","8","885.788757","5.7807402","bluetooth","32.677","0"
"1893","center","none","RGB12","640","480","cloudy","16","890.440578","5.5585742","bluetooth","31.305","0"
"1894","center","none","RGB12","640","480","cloudy","24","883.289318","5.4597418","bluetooth","30.904","0"
"1895","center","none","RGB12","640","480","cloudy","32","885.996842","5.439164","bluetooth","30.724","10.3827"
"1896","center","none","RGB12","640","480","cloudy","40","878.812354","5.4373178","bluetooth","30.894","11.0785"
"1897","center","none","RGB12","640","480","cloudy","48","880.430743","5.3966894","bluetooth","30.684","10.2973"
"1898","center","none","RGB12","640","480","cloudy","56","878.202002","5.4168642","bluetooth","30.865","0"
"1899","center","none","RGB12","640","480","cloudy","64","854.849161","4.3157052","bluetooth","25.266","0"
"1900","center","none","RGB12","640","480","cloudy","72","855.619404","4.004526","bluetooth","23.414","10.1429"
"1901","backlight","none","RGB12","640","480","daylight","0","894.49427","6.0520278","bluetooth","33.909","16.0678"
"1902","backlight","none","RGB12","640","480","daylight","8","889.776342","5.7973792","bluetooth","32.567","11.8361"
"1903","backlight","none","RGB12","640","480","daylight","16","886.200151","5.563326","bluetooth","31.415","10.3065"
"1904","backlight","none","RGB12","640","480","daylight","24","888.161469","5.5214576","bluetooth","31.055","11.6634"
"1905","backlight","none","RGB12","640","480","daylight","32","883.51258","5.4077406","bluetooth","30.674","12.9322"
"1906","backlight","none","RGB12","640","480","daylight","40","886.58062","5.4243662","bluetooth","30.634","15.1749"
"1907","backlight","none","RGB12","640","480","daylight","48","881.310857","5.488528","bluetooth","31.185","13.3406"
"1908","backlight","none","RGB12","640","480","daylight","56","876.181191","5.3772198","bluetooth","30.754","12.8669"
"1909","backlight","none","RGB12","640","480","daylight","64","925.685563","5.0155866","bluetooth","27.149","13.2665"
"1910","backlight","none","RGB12","640","480","daylight","72","959.344837","4.7991998","bluetooth","25.116","13.9881"
"1911","backlight","none","RGB12","640","480","fluorescent","0","940.879709","6.4448898","bluetooth","34.359","19.9761"
"1912","backlight","none","RGB12","640","480","fluorescent","8","890.717881","5.8236222","bluetooth","32.697","12.9986"
"1913","backlight","none","RGB12","640","480","fluorescent","16","893.372686","5.6685376","bluetooth","31.756","11.4592"
"1914","backlight","none","RGB12","640","480","fluorescent","24","888.10586","5.5045844","bluetooth","31.025","12.6762"
"1915","backlight","none","RGB12","640","480","fluorescent","32","892.889936","5.431872","bluetooth","30.544","14.5139"
"1916","backlight","none","RGB12","640","480","fluorescent","40","877.012704","5.3555834","bluetooth","30.514","18.3511"
"1917","backlight","none","RGB12","640","480","fluorescent","48","890.998276","5.4807322","bluetooth","30.905","14.8865"
"1918","backlight","none","RGB12","640","480","fluorescent","56","857.081921","5.2573732","bluetooth","30.754","14.4411"
"1919","backlight","none","RGB12","640","480","fluorescent","64","870.89772","5.022334","bluetooth","28.831","15.938"
"1920","backlight","none","RGB12","640","480","fluorescent","72","864.191525","4.3784834","bluetooth","25.347","17.1132"
"1921","backlight","none","RGB12","640","480","tungsten","0","893.953269","6.1256836","bluetooth","34.299","28.7274"
"1922","backlight","none","RGB12","640","480","tungsten","8","891.162357","5.8069418","bluetooth","32.647","13.9413"
"1923","backlight","none","RGB12","640","480","tungsten","16","888.506415","5.8145438","bluetooth","32.808","12.3815"
"1924","backlight","none","RGB12","640","480","tungsten","24","888.246566","5.4262646","bluetooth","30.584","12.6556"
"1925","backlight","none","RGB12","640","480","tungsten","32","886.937897","5.4165616","bluetooth","30.574","15.1848"
"1926","backlight","none","RGB12","640","480","tungsten","40","868.447267","5.3103772","bluetooth","30.664","22.2875"
"1927","backlight","none","RGB12","640","480","tungsten","48","884.08306","5.4286336","bluetooth","30.824","15.2137"
"1928","backlight","none","RGB12","640","480","tungsten","56","883.461947","5.3937304","bluetooth","30.664","15.8219"
"1929","backlight","none","RGB12","640","480","tungsten","64","873.958484","5.375427","bluetooth","30.755","17.8803"
"1930","backlight","none","RGB12","640","480","tungsten","72","869.901921","4.9094698","bluetooth","28.23","21.5692"
"1931","backlight","none","RGB12","640","480","auto","0","893.122743","6.101698","bluetooth","34.219","27.1753"
"1932","backlight","none","RGB12","640","480","auto","8","892.542471","5.8545548","bluetooth","32.857","13.8379"
"1933","backlight","none","RGB12","640","480","auto","16","893.818289","5.6326594","bluetooth","31.545","12.4233"
"1934","backlight","none","RGB12","640","480","auto","24","892.660189","5.4840274","bluetooth","30.845","11.7131"
"1935","backlight","none","RGB12","640","480","auto","32","882.842327","5.4302834","bluetooth","30.804","12.9049"
"1936","backlight","none","RGB12","640","480","auto","40","890.158432","5.4979792","bluetooth","30.885","15.1295"
"1937","backlight","none","RGB12","640","480","auto","48","883.067869","5.4381052","bluetooth","30.784","13.2816"
"1938","backlight","none","RGB12","640","480","auto","56","879.702222","5.4114336","bluetooth","30.764","12.8549"
"1939","backlight","none","RGB12","640","480","auto","64","864.098269","4.3640864","bluetooth","25.326","13.357"
"1940","backlight","none","RGB12","640","480","auto","72","856.134795","4.0552296","bluetooth","23.724","14.0641"
"1941","backlight","none","RGB12","640","480","cloudy","0","895.308326","6.1054206","bluetooth","34.149","12.3066"
"1942","backlight","none","RGB12","640","480","cloudy","8","895.192533","5.9042422","bluetooth","33.038","0"
"1943","backlight","none","RGB12","640","480","cloudy","16","888.271731","5.556375","bluetooth","31.225","0"
"1944","backlight","none","RGB12","640","480","cloudy","24","886.645339","5.4207818","bluetooth","30.614","0"
"1945","backlight","none","RGB12","640","480","cloudy","32","887.003697","5.459494","bluetooth","30.814","10.3998"
"1946","backlight","none","RGB12","640","480","cloudy","40","887.945841","5.4653794","bluetooth","30.824","11.2096"
"1947","backlight","none","RGB12","640","480","cloudy","48","881.289305","5.4277634","bluetooth","30.844","10.3977"
"1948","backlight","none","RGB12","640","480","cloudy","56","941.338491","5.7844328","bluetooth","30.775","0"
"1949","backlight","none","RGB12","640","480","cloudy","64","952.166307","4.8749302","bluetooth","25.687","10.0891"
"1950","backlight","none","RGB12","640","480","cloudy","72","908.181388","4.3159872","bluetooth","23.864","10.4684"
"1951","night","none","RGB12","640","480","daylight","0","854.067794","6.481377","bluetooth","38.195","15.0366"
"1952","night","none","RGB12","640","480","daylight","8","837.518492","6.1602346","bluetooth","36.823","11.5059"
"1953","night","none","RGB12","640","480","daylight","16","838.837778","5.9231754","bluetooth","35.371","9.94313"
"1954","night","none","RGB12","640","480","daylight","24","836.729376","5.7063376","bluetooth","34.069","11.564"
"1955","night","none","RGB12","640","480","daylight","32","835.226493","5.5073668","bluetooth","33.027","12.5527"
"1956","night","none","RGB12","640","480","daylight","40","828.412518","5.2198164","bluetooth","31.516","14.5358"
"1957","night","none","RGB12","640","480","daylight","48","824.31021","5.1045836","bluetooth","31.014","12.6089"
"1958","night","none","RGB12","640","480","daylight","56","819.628861","5.1113638","bluetooth","31.205","11.8455"
"1959","night","none","RGB12","640","480","daylight","64","823.953179","5.054336","bluetooth","30.785","12.3555"
"1960","night","none","RGB12","640","480","daylight","72","820.056184","5.054751","bluetooth","30.844","13.1377"
"1961","night","none","RGB12","640","480","fluorescent","0","844.903116","6.3908198","bluetooth","37.885","18.51"
"1962","night","none","RGB12","640","480","fluorescent","8","836.606504","6.1476696","bluetooth","36.633","12.7264"
"1963","night","none","RGB12","640","480","fluorescent","16","832.343551","5.9478788","bluetooth","35.771","11.2"
"1964","night","none","RGB12","640","480","fluorescent","24","839.889212","5.9310224","bluetooth","35.331","12.7941"
"1965","night","none","RGB12","640","480","fluorescent","32","836.918571","5.5742014","bluetooth","33.238","14.5087"
"1966","night","none","RGB12","640","480","fluorescent","40","834.653803","5.4843346","bluetooth","32.857","18.8922"
"1967","night","none","RGB12","640","480","fluorescent","48","827.9086","5.2579336","bluetooth","31.786","14.71"
"1968","night","none","RGB12","640","480","fluorescent","56","823.636294","5.2107818","bluetooth","31.896","14.0974"
"1969","night","none","RGB12","640","480","fluorescent","64","837.6051","5.2117028","bluetooth","31.145","15.1268"
"1970","night","none","RGB12","640","480","fluorescent","72","824.218201","5.0738232","bluetooth","30.804","16.132"
"1971","night","none","RGB12","640","480","tungsten","0","849.863644","6.4786686","bluetooth","38.115","21.7566"
"1972","night","none","RGB12","640","480","tungsten","8","844.073818","6.2146756","bluetooth","36.843","13.5731"
"1973","night","none","RGB12","640","480","tungsten","16","840.553002","5.9592406","bluetooth","35.501","12.1633"
"1974","night","none","RGB12","640","480","tungsten","24","838.095223","5.8307116","bluetooth","34.831","13.3468"
"1975","night","none","RGB12","640","480","tungsten","32","830.252685","5.5130198","bluetooth","33.208","15.6549"
"1976","night","none","RGB12","640","480","tungsten","40","833.463285","5.4144944","bluetooth","32.586","25.1449"
"1977","night","none","RGB12","640","480","tungsten","48","831.635233","5.2820996","bluetooth","31.835","15.8869"
"1978","night","none","RGB12","640","480","tungsten","56","818.182008","5.2061002","bluetooth","31.796","15.884"
"1979","night","none","RGB12","640","480","tungsten","64","822.576113","5.1048246","bluetooth","31.015","17.4676"
"1980","night","none","RGB12","640","480","tungsten","72","822.820222","5.0650264","bluetooth","30.814","20.0872"
"1981","night","none","RGB12","640","480","auto","0","847.962146","6.4853514","bluetooth","38.245","19.9519"
"1982","night","none","RGB12","640","480","auto","8","844.9375","6.1975152","bluetooth","36.703","13.3086"
"1983","night","none","RGB12","640","480","auto","16","840.086749","6.0766602","bluetooth","36.182","12.0655"
"1984","night","none","RGB12","640","480","auto","24","909.083352","6.3747854","bluetooth","35.111","11.519"
"1985","night","none","RGB12","640","480","auto","32","924.10558","6.1947518","bluetooth","33.618","12.5547"
"1986","night","none","RGB12","640","480","auto","40","835.127128","5.2857342","bluetooth","31.716","14.5728"
"1987","night","none","RGB12","640","480","auto","48","828.762765","5.198008","bluetooth","31.425","12.6368"
"1988","night","none","RGB12","640","480","auto","56","821.238439","5.0731404","bluetooth","30.905","11.8466"
"1989","night","none","RGB12","640","480","auto","64","817.508283","5.0368804","bluetooth","30.834","12.38"
"1990","night","none","RGB12","640","480","auto","72","820.092101","5.0576226","bluetooth","30.865","13.0767"
"1991","night","none","RGB12","640","480","cloudy","0","848.763716","6.445237","bluetooth","38.024","11.6775"
"1992","night","none","RGB12","640","480","cloudy","8","848.279332","6.2737898","bluetooth","37.044","0"
"1993","night","none","RGB12","640","480","cloudy","16","838.375254","5.9556046","bluetooth","35.551","0"
"1994","night","none","RGB12","640","480","cloudy","24","836.017603","5.7032102","bluetooth","34.099","0"
"1995","night","none","RGB12","640","480","cloudy","32","832.124928","5.4523852","bluetooth","32.817","10.4088"
"1996","night","none","RGB12","640","480","cloudy","40","831.959818","5.2533388","bluetooth","31.655","11.1208"
"1997","night","none","RGB12","640","480","cloudy","48","824.94575","5.098286","bluetooth","30.905","10.3065"
"1998","night","none","RGB12","640","480","cloudy","56","823.788331","5.1607702","bluetooth","31.245","0"
"1999","night","none","RGB12","640","480","cloudy","64","820.178284","5.0546596","bluetooth","30.824","0"
"2000","night","none","RGB12","640","480","cloudy","72","818.161868","5.0396988","bluetooth","30.815","10.1839"
"2001","auto","red_eye_reduce","RGB12","640","480","daylight","0","982.764456","7.1745978","bluetooth","36.592","18.6579"
"2002","auto","red_eye_reduce","RGB12","640","480","daylight","8","992.186658","7.0576536","bluetooth","35.671","12.6929"
"2003","auto","red_eye_reduce","RGB12","640","480","daylight","16","978.382141","6.8031428","bluetooth","34.79","11.5895"
"2004","auto","red_eye_reduce","RGB12","640","480","daylight","24","999.399675","6.863355","bluetooth","34.269","13.2908"
"2005","auto","red_eye_reduce","RGB12","640","480","daylight","32","1014.369562","6.5642806","bluetooth","32.376","15.6614"
"2006","auto","red_eye_reduce","RGB12","640","480","daylight","40","1010.302269","6.4536086","bluetooth","31.956","21.3801"
"2007","auto","red_eye_reduce","RGB12","640","480","daylight","48","998.606019","6.1863654","bluetooth","30.915","15.8666"
"2008","auto","red_eye_reduce","RGB12","640","480","daylight","56","1015.054601","6.284014","bluetooth","31.104","15.9536"
"2009","auto","red_eye_reduce","RGB12","640","480","daylight","64","1013.737041","6.1801172","bluetooth","30.644","17.6369"
"2010","auto","red_eye_reduce","RGB12","640","480","daylight","72","1013.554186","6.2102036","bluetooth","30.794","19.4151"
"2011","auto","red_eye_reduce","RGB12","640","480","fluorescent","0","998.002807","7.2792608","bluetooth","36.563","22.5489"
"2012","auto","red_eye_reduce","RGB12","640","480","fluorescent","8","1001.107813","7.1258078","bluetooth","35.681","13.3449"
"2013","auto","red_eye_reduce","RGB12","640","480","fluorescent","16","1017.436138","7.065868","bluetooth","34.79","12.1409"
"2014","auto","red_eye_reduce","RGB12","640","480","fluorescent","24","1000.116032","6.752064","bluetooth","33.728","13.0359"
"2015","auto","red_eye_reduce","RGB12","640","480","fluorescent","32","1007.496088","6.458115","bluetooth","32.046","15.5484"
"2016","auto","red_eye_reduce","RGB12","640","480","fluorescent","40","1011.160377","6.3748988","bluetooth","31.616","21.3163"
"2017","auto","red_eye_reduce","RGB12","640","480","fluorescent","48","1004.048276","6.3453042","bluetooth","31.696","15.5937"
"2018","auto","red_eye_reduce","RGB12","640","480","fluorescent","56","1011.065559","6.2480762","bluetooth","30.914","16.53"
"2019","auto","red_eye_reduce","RGB12","640","480","fluorescent","64","1017.559201","6.2751838","bluetooth","30.875","18.7238"
"2020","auto","red_eye_reduce","RGB12","640","480","fluorescent","72","1006.552324","6.1800296","bluetooth","30.765","23.172"
"2021","auto","red_eye_reduce","RGB12","640","480","tungsten","0","1086.089043","8.0208276","bluetooth","37.003","19.2163"
"2022","auto","red_eye_reduce","RGB12","640","480","tungsten","8","1032.741927","7.3635364","bluetooth","35.832","12.7819"
"2023","auto","red_eye_reduce","RGB12","640","480","tungsten","16","1010.150058","7.06468","bluetooth","35.07","11.9041"
"2024","auto","red_eye_reduce","RGB12","640","480","tungsten","24","999.790004","6.7834334","bluetooth","33.939","12.1915"
"2025","auto","red_eye_reduce","RGB12","640","480","tungsten","32","1039.394986","6.7341462","bluetooth","32.527","13.7517"
"2026","auto","red_eye_reduce","RGB12","640","480","tungsten","40","1012.000187","6.3917672","bluetooth","31.546","16.9064"
"2027","auto","red_eye_reduce","RGB12","640","480","tungsten","48","1022.51927","6.3476324","bluetooth","31.054","13.7495"
"2028","auto","red_eye_reduce","RGB12","640","480","tungsten","56","1013.025947","6.3064084","bluetooth","31.025","15.2719"
"2029","auto","red_eye_reduce","RGB12","640","480","tungsten","64","1022.611227","6.3079934","bluetooth","30.814","16.6343"
"2030","auto","red_eye_reduce","RGB12","640","480","tungsten","72","1006.950878","6.2131858","bluetooth","30.844","18.5509"
"2031","auto","red_eye_reduce","RGB12","640","480","auto","0","994.914803","7.2987648","bluetooth","36.673","18.6782"
"2032","auto","red_eye_reduce","RGB12","640","480","auto","8","994.4311","7.0745234","bluetooth","35.611","12.4448"
"2033","auto","red_eye_reduce","RGB12","640","480","auto","16","1009.32053","7.0465498","bluetooth","35.01","11.584"
"2034","auto","red_eye_reduce","RGB12","640","480","auto","24","1003.635074","6.9398952","bluetooth","34.519","13.3125"
"2035","auto","red_eye_reduce","RGB12","640","480","auto","32","1020.385975","6.6646226","bluetooth","32.747","15.6709"
"2036","auto","red_eye_reduce","RGB12","640","480","auto","40","1032.116369","6.5178462","bluetooth","31.526","21.3677"
"2037","auto","red_eye_reduce","RGB12","640","480","auto","48","1000.766674","6.1758486","bluetooth","30.904","15.8471"
"2038","auto","red_eye_reduce","RGB12","640","480","auto","56","999.97213","6.193896","bluetooth","30.965","15.9547"
"2039","auto","red_eye_reduce","RGB12","640","480","auto","64","1015.491698","6.2415966","bluetooth","30.794","17.6963"
"2040","auto","red_eye_reduce","RGB12","640","480","auto","72","1010.020402","6.1959592","bluetooth","30.765","19.4234"
"2041","auto","red_eye_reduce","RGB12","640","480","cloudy","0","1001.961804","7.3123202","bluetooth","36.462","14.1943"
"2042","auto","red_eye_reduce","RGB12","640","480","cloudy","8","976.26141","6.9618066","bluetooth","35.431","11.1452"
"2043","auto","red_eye_reduce","RGB12","640","480","cloudy","16","1008.817498","6.9718004","bluetooth","34.6","10.2061"
"2044","auto","red_eye_reduce","RGB12","640","480","cloudy","24","1002.43093","6.6267482","bluetooth","33.138","12.0392"
"2045","auto","red_eye_reduce","RGB12","640","480","cloudy","32","1000.156689","6.4102166","bluetooth","32.076","13.4141"
"2046","auto","red_eye_reduce","RGB12","640","480","cloudy","40","1016.307152","6.3703414","bluetooth","31.385","15.7084"
"2047","auto","red_eye_reduce","RGB12","640","480","cloudy","48","1006.108339","6.2214726","bluetooth","30.955","13.7439"
"2048","auto","red_eye_reduce","RGB12","640","480","cloudy","56","1013.002291","6.2275786","bluetooth","30.794","13.3221"
"2049","auto","red_eye_reduce","RGB12","640","480","cloudy","64","985.122055","6.0455494","bluetooth","30.795","14.0889"
"2050","auto","red_eye_reduce","RGB12","640","480","cloudy","72","987.063291","6.0685788","bluetooth","30.774","14.7428"
"2051","center","red_eye_reduce","RGB12","640","480","daylight","0","993.517671","7.2098584","bluetooth","36.383","18.644"
"2052","center","red_eye_reduce","RGB12","640","480","daylight","8","985.320718","6.9849854","bluetooth","35.561","12.6889"
"2053","center","red_eye_reduce","RGB12","640","480","daylight","16","1004.351703","6.973996","bluetooth","34.76","11.5808"
"2054","center","red_eye_reduce","RGB12","640","480","daylight","24","1011.578081","6.81912","bluetooth","33.699","13.3073"
"2055","center","red_eye_reduce","RGB12","640","480","daylight","32","989.03535","6.3840036","bluetooth","32.396","15.6484"
"2056","center","red_eye_reduce","RGB12","640","480","daylight","40","1001.096054","6.4522954","bluetooth","31.546","21.3637"
"2057","center","red_eye_reduce","RGB12","640","480","daylight","48","1132.111964","7.0627272","bluetooth","31.225","15.8451"
"2058","center","red_eye_reduce","RGB12","640","480","daylight","56","1091.328596","6.7498424","bluetooth","31.075","15.9546"
"2059","center","red_eye_reduce","RGB12","640","480","daylight","64","992.905751","6.0988654","bluetooth","30.784","17.7303"
"2060","center","red_eye_reduce","RGB12","640","480","daylight","72","981.424036","6.0356714","bluetooth","30.754","19.866"
"2061","center","red_eye_reduce","RGB12","640","480","fluorescent","0","1000.646443","7.285065","bluetooth","36.493","22.576"
"2062","center","red_eye_reduce","RGB12","640","480","fluorescent","8","986.420195","7.0350582","bluetooth","35.661","13.3353"
"2063","center","red_eye_reduce","RGB12","640","480","fluorescent","16","1021.17608","7.1020826","bluetooth","34.82","12.123"
"2064","center","red_eye_reduce","RGB12","640","480","fluorescent","24","1021.640631","6.8877686","bluetooth","33.718","13.0492"
"2065","center","red_eye_reduce","RGB12","640","480","fluorescent","32","1010.84878","6.477907","bluetooth","32.147","15.5367"
"2066","center","red_eye_reduce","RGB12","640","480","fluorescent","40","1007.292172","6.3212896","bluetooth","31.395","21.2725"
"2067","center","red_eye_reduce","RGB12","640","480","fluorescent","48","1006.717062","6.2216018","bluetooth","31.035","15.5995"
"2068","center","red_eye_reduce","RGB12","640","480","fluorescent","56","1010.471356","6.2283026","bluetooth","30.884","16.5095"
"2069","center","red_eye_reduce","RGB12","640","480","fluorescent","64","1012.892538","6.251493","bluetooth","30.885","18.6926"
"2070","center","red_eye_reduce","RGB12","640","480","fluorescent","72","1020.598027","6.2431652","bluetooth","30.674","23.1151"
"2071","center","red_eye_reduce","RGB12","640","480","tungsten","0","995.495672","7.277451","bluetooth","36.573","19.1998"
"2072","center","red_eye_reduce","RGB12","640","480","tungsten","8","991.100977","7.0736964","bluetooth","35.781","12.7997"
